dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,Label
11425,2,10.0.0.2,10.0.0.8,90275,96233150,200,397000000,2.00E+11,4,1943,13534,14427244,451,0,UDP,1,3775,1492,0,0,0,Benign
11425,2,10.0.0.2,10.0.0.8,90275,96233150,200,397000000,2.00E+11,4,1943,13534,14427244,451,0,UDP,2,3845,1402,0,0,0,Benign
11425,2,10.0.0.2,10.0.0.8,90275,96233150,200,397000000,2.00E+11,4,1943,13534,14427244,451,0,UDP,3,3413,3665,0,0,0,Benign
11425,2,10.0.0.2,10.0.0.8,90275,96233150,200,397000000,2.00E+11,4,1943,13534,14427244,451,0,UDP,1,3775,1242,0,0,0,Benign
11425,2,10.0.0.2,10.0.0.8,90275,96233150,200,397000000,2.00E+11,4,1943,13534,14427244,451,0,UDP,3,143928631,3917,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,4,3884,3590,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,2,4524,135461934,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,2,3590,3884,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,3,4514,287897858,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,3,287897858,4514,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,2,4064,5191868,0,1384,1384,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,3,5186,428550034,0,1384,1384,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,2,4400,143926614,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,1,3789,1562,0,0,0,Benign
11455,2,10.0.0.10,10.0.0.8,24976,26024992,80,686000000,80686000000,4,1943,9242,9630164,308,0,UDP,1,3570,1492,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,3,279389270,4556,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,4,4169,235875005,0,2571,2571,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,1,4014,1472,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,4,4136,143928808,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,4,428548968,5186,1384,0,1384,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,1,4736,135462026,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,2,4560,279386824,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,3,3884,3590,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,1,4266,143926690,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,4,3884,3590,0,0,0,Benign
11905,2,10.0.0.4,10.0.0.8,4661,4968626,10,655000000,10655000000,2,2175,0,0,0,0,UDP,3,3590,3884,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,2,3470,1332,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,1,3430,996,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,1,3500,1086,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,3,75055080,3446,6456,0,6456,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,2,3430,1172,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,3,3236,3320,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,2,3500,1172,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,4,3446,75055080,0,6456,6456,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,1,3380,1262,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,1,115146580,1396,10293,0,10293,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,3,3404,40094486,0,3837,3837,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,2,3360,1172,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,1,3450,1332,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,4,3339,75055080,0,6456,6456,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,3,3404,40094556,0,3836,3836,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,2,3225,1172,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,2,3236,3320,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,1,3540,1332,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,1,4047,143926620,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,3,3236,3320,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,4,3917,143928631,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,1,3795,1242,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,3,3665,3413,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,2,3413,3665,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,3,202402181,4127,7676,0,7676,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,2,4139,125201146,0,3837,3837,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,1,3963,77199040,0,3837,3837,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,4,3665,3413,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,2,3430,1172,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,3,245551059,4211,2580,0,2580,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,2,3430,1102,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,1,3795,1402,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,3,3413,3665,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,3,3413,3665,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,2,3845,1402,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,4,3665,3413,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,4,40094556,3404,3837,0,3837,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,2,3450,1422,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,4,3320,3236,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,2,3795,1492,0,0,0,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,4,3665,3413,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,2,3236,3320,0,0,0,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,2,638523547,2796,15389,0,15389,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,3,4169,199694159,0,10240,10240,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,4,3917,143928631,0,0,0,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,1,3921,62806932,0,3839,3839,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,2,4097,110809038,0,3839,3839,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,3,173616899,4043,7678,0,7678,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,4,402650803,4463,12818,0,12818,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,2,3795,1402,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,3,4127,202403247,0,7676,7676,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,3,4463,402651845,0,12818,12818,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,3,3665,3413,0,0,0,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,2,3413,3665,0,0,0,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,1,3795,1242,0,0,0,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,2,4089,202957886,0,2577,2577,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,2,3845,1402,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,3,3413,3665,0,0,0,Benign
11455,2,10.0.0.2,10.0.0.8,103808,110659328,230,401000000,2.30E+11,4,1943,13533,14426178,451,0,UDP,3,235875005,4169,2571,0,2571,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,3,143928631,3917,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,1,3430,1262,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,3,3236,3320,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,4,40094486,3404,3838,0,3838,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,1,3584,40092422,0,3838,3838,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,4,3320,3236,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,4,3320,3022,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,3,3320,3236,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,3,75054014,3339,6456,0,6456,Benign
11455,2,10.0.0.1,10.0.0.8,58813,62694658,130,556000000,1.31E+11,4,1943,13533,14426178,451,0,UDP,1,3570,1492,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,4,3320,3236,0,0,0,Benign
11485,2,10.0.0.10,10.0.0.8,34232,35669744,110,689000000,1.11E+11,4,1943,9256,9644752,308,0,UDP,2,3845,1402,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,3,3320,3236,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,3,3022,3320,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,1,3327,1332,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,1,3540,1262,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,1,3430,1332,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,2,4179,101623830,0,2580,2580,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,1,3775,1492,0,0,0,Benign
11485,2,10.0.0.2,10.0.0.8,117341,125085506,260,404000000,2.60E+11,4,1943,13533,14426178,451,0,UDP,1,3775,1242,0,0,0,Benign
9816,2,10.0.0.3,10.0.0.7,37425,39895050,83,107000000,83107000000,2,1109,13541,14434706,451,0,UDP,2,3596,75051950,0,6456,6456,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,3,3767,4103,0,0,0,Benign
11485,2,10.0.0.10,10.0.0.8,34232,35669744,110,689000000,1.11E+11,4,1943,9256,9644752,308,0,UDP,1,3795,1242,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,2,3767,4103,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,3,279389377,4775,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,1,4233,1382,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,2,3767,4103,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,2,4126,1632,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,1,4527,143970278,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,2,4233,1472,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,3,287898035,4663,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,4,4103,3697,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,4,4355,143928985,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,3,3697,4103,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,2,4743,135461934,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,3,4103,3767,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,4,4103,3697,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,1,4143,1382,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,4,4775,279389377,0,0,0,Benign
12055,2,10.0.0.4,10.0.0.8,72354,77129364,160,663000000,1.61E+11,2,2242,13663,14564758,455,0,UDP,2,4636,135461934,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,2,4619,143926614,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,3,3697,4103,0,0,0,Benign
11485,2,10.0.0.10,10.0.0.8,34232,35669744,110,689000000,1.11E+11,4,1943,9256,9644752,308,0,UDP,2,4179,101623830,0,2580,2580,Benign
12055,2,10.0.0.4,10.0.0.8,72354,77129364,160,663000000,1.61E+11,2,2242,13663,14564758,455,0,UDP,3,3590,3926,0,0,0,Benign
12055,2,10.0.0.4,10.0.0.8,72354,77129364,160,663000000,1.61E+11,2,2242,13663,14564758,455,0,UDP,1,4036,1562,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,1,4233,1382,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,2,4163,1562,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,4,4103,3767,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,1,4143,1562,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,3,143928985,4355,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,2,4213,1542,0,0,0,Benign
11485,2,10.0.0.10,10.0.0.8,34232,35669744,110,689000000,1.11E+11,4,1943,9256,9644752,308,0,UDP,3,3665,3413,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,2,4633,120362928,0,3839,3839,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,3,4663,287898035,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,1,4344,96360878,0,3839,3839,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,4,543720205,5825,3839,0,3839,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,1,4885,135462096,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,1,4253,1562,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,1,4213,1312,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,1,4485,143926690,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,4,4103,3767,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,3,5825,543719139,0,3839,3839,Benign
12055,2,10.0.0.4,10.0.0.8,72354,77129364,160,663000000,1.61E+11,2,2242,13663,14564758,455,0,UDP,4,3996,3660,0,0,0,Benign
12085,2,10.0.0.4,10.0.0.8,85848,91513968,190,666000000,1.91E+11,2,2242,13494,14384604,449,0,UDP,3,287897928,4556,0,0,0,Benign
12085,2,10.0.0.4,10.0.0.8,85848,91513968,190,666000000,1.91E+11,2,2242,13494,14384604,449,0,UDP,2,3660,3926,0,0,0,Benign
12085,2,10.0.0.4,10.0.0.8,85848,91513968,190,666000000,1.91E+11,2,2242,13494,14384604,449,0,UDP,2,4512,143926614,0,0,0,Benign
12085,2,10.0.0.4,10.0.0.8,85848,91513968,190,666000000,1.91E+11,2,2242,13494,14384604,449,0,UDP,4,514929416,5564,3841,0,3841,Benign
12085,2,10.0.0.4,10.0.0.8,85848,91513968,190,666000000,1.91E+11,2,2242,13494,14384604,449,0,UDP,1,4420,143970278,0,0,0,Benign
12085,2,10.0.0.4,10.0.0.8,85848,91513968,190,666000000,1.91E+11,2,2242,13494,14384604,449,0,UDP,2,4442,91572316,0,3841,3841,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,2,4442,143926614,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,3,6707,919466029,0,7678,7678,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,1,4036,1312,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,2,4709,279386824,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,1,4233,1472,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,2,4056,1472,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,3,3590,3926,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,3,3590,3926,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,2,4106,1472,0,0,0,Benign
11965,2,10.0.0.4,10.0.0.8,31826,33926516,70,657000000,70657000000,2,2242,13525,14417650,450,0,UDP,4,457341754,5354,3838,0,3838,Benign
11935,2,10.0.0.4,10.0.0.8,18301,19508866,40,655000000,40655000000,2,2175,13640,14540240,454,0,UDP,1,4308,143970278,0,0,0,Benign
12145,2,10.0.0.4,10.0.0.8,112853,120301298,250,691000000,2.51E+11,2,2242,13530,14422980,451,0,UDP,2,1198851889,4994,7678,0,7678,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,1,4056,1312,0,0,0,Benign
11485,2,10.0.0.10,10.0.0.8,34232,35669744,110,689000000,1.11E+11,4,1943,9256,9644752,308,0,UDP,2,3413,3665,0,0,0,Benign
11485,2,10.0.0.10,10.0.0.8,34232,35669744,110,689000000,1.11E+11,4,1943,9256,9644752,308,0,UDP,3,202402181,4127,7676,0,7676,Benign
12055,2,10.0.0.4,10.0.0.8,72354,77129364,160,663000000,1.61E+11,2,2242,13663,14564758,455,0,UDP,2,4106,1542,0,0,0,Benign
12055,2,10.0.0.4,10.0.0.8,72354,77129364,160,663000000,1.61E+11,2,2242,13663,14564758,455,0,UDP,3,279389270,4668,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,4,471733862,5396,3837,0,3837,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,4,3926,3590,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,1,4308,143926690,0,0,0,Benign
12085,2,10.0.0.4,10.0.0.8,85848,91513968,190,666000000,1.91E+11,2,2242,13494,14384604,449,0,UDP,1,4146,1562,0,0,0,Benign
11995,2,10.0.0.4,10.0.0.8,45213,48197058,100,660000000,1.01E+11,2,2242,13387,14270542,446,0,UDP,2,3949,1562,0,0,0,Benign
